Sources
2014B	http://www.stfc.ac.uk/files/small-awards-2014b/
2014A	http://www.stfc.ac.uk/files/1838/1838_res_1.pdf
2013B	http://www.stfc.ac.uk/resources/pdf/PE%20Small%20Awards%20Winners%202013B.pdf
2013A	http://www.stfc.ac.uk/resources/pdf/PE%20Small%20Awards%20Winners%202013A.pdf
1999B	http://www.stfc.ac.uk/resources/pdf/PrevSmallAwards.pdf
2000A	http://www.stfc.ac.uk/resources/pdf/PrevSmallAwards.pdf
2000B	http://www.stfc.ac.uk/resources/pdf/PrevSmallAwards.pdf
2001A	http://www.stfc.ac.uk/resources/pdf/PrevSmallAwards.pdf
2001B	http://www.stfc.ac.uk/resources/pdf/PrevSmallAwards.pdf
2002A	http://www.stfc.ac.uk/resources/pdf/PrevSmallAwards.pdf
2002B	http://www.stfc.ac.uk/resources/pdf/PrevSmallAwards.pdf
2003A	http://www.stfc.ac.uk/resources/pdf/PrevSmallAwards.pdf
2003B	http://www.stfc.ac.uk/resources/pdf/PrevSmallAwards.pdf
2004A	http://www.stfc.ac.uk/resources/pdf/PrevSmallAwards.pdf
2004B	http://www.stfc.ac.uk/resources/pdf/PrevSmallAwards.pdf
2005A	http://www.stfc.ac.uk/resources/pdf/PrevSmallAwards.pdf
2005B	http://www.stfc.ac.uk/resources/pdf/PrevSmallAwards.pdf
2006A	http://www.stfc.ac.uk/resources/pdf/PrevSmallAwards.pdf
2006B	http://www.stfc.ac.uk/resources/pdf/PrevSmallAwards.pdf
2007A	http://www.stfc.ac.uk/resources/pdf/PrevSmallAwards.pdf
2007B	http://www.stfc.ac.uk/resources/pdf/PrevSmallAwards.pdf
2008A	http://www.stfc.ac.uk/resources/pdf/PrevSmallAwards.pdf
2008B	http://www.stfc.ac.uk/resources/pdf/PrevSmallAwards.pdf
2009A	http://www.stfc.ac.uk/resources/pdf/PrevSmallAwards.pdf
2009B	http://www.stfc.ac.uk/resources/pdf/PrevSmallAwards.pdf
2010A	http://www.stfc.ac.uk/resources/pdf/PrevSmallAwards.pdf
2010B	http://www.stfc.ac.uk/resources/pdf/PrevSmallAwards.pdf
2011A	http://www.stfc.ac.uk/resources/pdf/PrevSmallAwards.pdf
2011B	http://www.stfc.ac.uk/resources/pdf/PrevSmallAwards.pdf
2012A	http://www.stfc.ac.uk/resources/pdf/PrevSmallAwards.pdf
2012B	http://www.stfc.ac.uk/resources/pdf/PrevSmallAwards.pdf

Regions
North West	7052000
North East	2597000
South West	5289000
South East	8635000
East Midlands	4533000
West Midlands	5602000
East of England	5847000
London	8204100
Yorkshire and the Humber	5284000
Wales	3063456
Scotland	5327700
Northern Ireland	1810863

Round	Amount	Title	Organization	Location	Region
2013B	9954	MARSBalloon National Pilot	Systems Engineering and Assessment Ltd	Beckington	South West
2013B	9114	Nature Beyond the Skies	Bristol Natural History Consortium	Bristol	South West
2013B	9974	Astrocampus - An Outreach Facility for Engagement with Schools and the General Public	University of York	York	Yorkshire and the Humber
2013B	5576		University of Manchester	Manchester	North West
2013B	10000	Cosmology Exhibition at the National Eisteddfod of Wales 2014	National Eisteddfod of Wales	Llanelli	Wales
2013B	5160	Space 2014 - A Conference of astronomical proportions!	Balshaws High School	Leyland	North West
2013B	8535	UKCA - NASA Astrobiology Summer Academy 2014	University of Edinburgh	Edinburgh	Scotland
2013B	4230	Detecting cosmic rays with a spark chamber; connecting with particle physics and astronomy	University of Birmingham	Birmingham	West Midlands
2013B	8318	Higgs Boson Decays in the Lancaster Particle Physics Package	University of Lancaster	Lancaster	North West
2013B	9628	Writer in Residence at the Mullard Space Science Laboratory (MSSL)	University College London	Dorking	South East
2013B	10000	The story of Philae: engaging the public throughout 2014 with the Rosetta cometary mission and the Philae lander at the UK site of the Philae obelisk	Open University	Kingston Lacy	South West

2013A	6350	The transparent observatory: opening the James Gregory Telescope to the public	University of St Andrews	St Andrews	Scotland
2013A	2625	Another Way of Seeing - Contemporary Art responds to Planetary Science	University College London	London	London
2013A	9987	Three Minute Learning - an online story library and interactive resource that uses proven pedagogies to improve understanding of STFC research	University of Glasgow	Glasgow	Scotland
2013A	9996	Lights in the Sky "Planetarium Show"	Techniquest	Cardiff	Wales
2013A	8182	Sound Science	now>press>play	London	London
2013A	9800	Multi Media Space	The Ideas Foundation	Manchester	North West
2013A	2300	Langton Robotic Telescope providing wide access to a 16 inch Schmidt Cassegrain telescope via the web for schools and the public.	Langton Star Centre	Canterbury	South East
2013A	2000	Radiation, radioactivity and your local environment	University of Glasgow	Glasgow	Scotland
2013A	9660	Republic of the Moon	The Arts Catalyst	London	London
2013A	4000	Seeing the Sun in a new light	Keele University	Newcastle-under-Lyme	West Midlands
2013A	10000	National Astronomy Week 2014: Target Jupiter	The Observatory Science Centre	Herstmonceux	South East
2013A	9973	When a butterfly flaps its wings......	University of the West of England	Bristol	South West

2012B	9860	Speak Up Scotland	English-Speaking Union Scotland	Edinburgh	Scotland
2012B	10000	Patterns - Revealing Nature's Underlying Order and Form	Edinburgh International Science Festival	Edinburgh	Scotland
2012B	8816	The Higgs and Beyond: exploring particle physics today - and in the future	Queen Marys University of London	London	London
2012B	9350	Deep Space High - Space Camp	Children’s Radio UK Ltd	London	London
2012B	10000	The Search for Life	Techniquest	Cardiff	Wales
2012B	1600	How Far Can You See	Fuel Theatre	London	London
2012B	5265	Oval Cluster KS2 Mission to Space	Wyvil Primary School	London	London
2012B	10000	Minds over Matter: CERN People films	Crow Hill Films Ltd	Edinburgh	Scotland
2012B	9200	Sun/Trek – Reaching Out	University of Cambridge	Cambridge	East of England
2012B	8314	After Hours at the Polestar Club	Centre for Performance Research Ltd	Aberystwyth	Wales
2012B	5737	Schools Engineering Challenge	Liverpool John Moores University	Birkenhead	North West

2012A	9984	The LOFAR Planetarium	STFC Laboratories – RAL Space	Didcot	South East
2012A	1500	Particle Physics for Fife	University of Glasgow	Glasgow	Scotland
2012A	5950	Aurora Explorer – on tour!	University of Leicester	Leicester	East Midlands
2012A	6000	Jiggling Atoms	Queen Mary, University of London	London	London
2012A	9530	Nuclear Physics Workshops, Summer School and Open Day	University of Liverpool	Liverpool	North West
2012A	5960	Outreach for PoleCATS (Polar test of the Conceptual and Tiny Spectrometer)	University College London	London	London
2012A	9974	Invisible Heat	Invisible Dust	Southampton	South East
2012A	3700	Making an Impact Phase 2 - Wiltshire's meteorite comes home	The Open University	Milton Keynes	South East
2012A	9675	Supporting Dark Sky Communities in the Park	Nottingham Trent University	Nottingham	East Midlands
2012A	9800	Shake Sphere	Flickering Ltd	London	London
2012A	6000	Stargazing Oxfordshire: University Researchers and Community Astronomers bringing Space Science to the Public	University of Oxford	Oxford	South East
2012A	9949	SpaceJunkies: a comic platform for astronomy engagement	University of the West of England	Bristol	South West

2011B	10000	Colliding Particles - 'Endgame'	Pfilm Ltd	London	London
2011B	8500	CERN @ Eisteddfod - Particle Physics Exhibition	National Eisteddfod of Wales		Wales
2011B	4000	Out of this world - scientific adventures in space	Manchester Museum of Science and Industry	Manchester	North West
2011B	4438	The Solar System Rocks	University of Glasgow	Glasgow	Scotland
2011B	6550	A Travelling Exhibition of the Herschel Hi-GAL Milky Way	University of Hertfordshire	Hatfield	East of England
2011B	3630	The Planeterrella – Space Lessons Pack	University of Leicester	Leicester	East Midlands
2011B	8750	Deep Space High – the school for everything about space	Children's Radio UK Ltd	London	London
2011B	10000	Invisible Worlds – Making the Invisible Visible	Edinburgh International Science Festival	Edinburgh	Scotland
2011B	1507	Revitalising the cosmic ray trigger for a transportable spark chamber	University of Birmingham	Birmingham	West Midlands
2011B	3900	Cascading Physics Ideas using examples from particle physics at CERN	University of Birmingham	Birmingham	West Midlands
2011B	5546	Supporting GCSE Astronomy in the UK	University of Glamorgan		Wales
2011B	9700	Exploring the Invisible – Infrared and Astronomy	W5	Belfast	Northern Ireland
2011B	9629	Accelerate! Toolkit	University of Oxford	Oxford	South East
2011B	4758	Mars	Techniquest	Cardiff	Wales
2011B	5000	Guerilla Science 2012	University of Cambridge	Cambridge	East of England
2011B	3250	Astronomy Playing Cards	University of Oxford	Oxford	South East
2011B	8000	Mission Control, Exploring the Frontiers of Modern Astrophysics	INTECH	Winchester	South East
2011B	6400	Cosmic Balloons	University of Bristol	Bristol	South West
2011B	10000	Mars Mission Control @your School	RAL Space	Didcot	South East

2011A	9550	See Through Science - Engaging the Public with Cutting-Edge X-ray Detectors	University of Glasgow	Glasgow	Scotland
2011A	2000	Lego Physics	Queen Mary, University of London	London	London
2011A	4000	Out of this world - scientific adventures in space	Manchester Museum of Science and Industry	Manchester	North West
2011A	9365	EXOPLANETS	Curious Directive	Coventry	West Midlands
2011A	9500	York Science and Innovation Grand Tour	York Science and Innovation Grand Tour	York	Yorkshire and the Humber
2011A	7146	Dark Skies and Island Opportunities: Astronomy in Orkney	Orkney International Science Festival	Orkney	Scotland
2011A	6780	UKube in the classroom - from space to Fukushima	The Open University	Milton Keynes	South East
2011A	2900	York Museums Trust Observatory	York Museums Trust	York	Yorkshire and the Humber
2011A	6420	Funding of 'Search for a Star' live show	University of Oxford	Oxford	South East
2011A	10000	From Space Dust to Us	Techniquest	Cardiff	Wales
2011A	3000	Eyes on Pocket Spacecraft	Las Cumbres Observatory Global Telescope Network	Cardiff	Wales
2011A	1000	Thornbury Science Festival	Thornbury Science Festival Committee	Thornbury	South West
2011A	4600	DJ Physics	Royal Institution of Great Britain	London	London
2011A	6000	Astronomy in the Park - Landscape and Skyscape	Nottingham Trent University	Nottingham	East Midlands
2011A	2000	Bright Club: Wonders	University College London	London	London
2011A	7500	Astronomy Connections: Strengthening Public and Schools Engagement with hands on observing	University of Oxford	Oxford	South East
2011A	9940	Capture Space	Glasgow Science Centre	Glasgow	Scotland
2011A	6850	An Exoplanetarium for Schools	Keele University	Newcastle-under-Lyme	West Midlands
2011A	3000	Girls Allowed! Why women should study physics	Brunel University	Uxbridge	London
2011A	10000	Communicating STFC Science with a mobile planetarium	University of Warwick	Coventry	West Midlands
2011A	3500	The Molecular Odyssey	University of Bath	Bath	South West
2011A	9720	'Understanding Our World' - an engaging workshop for Key stage 3 students	At Bristol	Bristol	South West

2010B	10000	Dark Matter	Coombeshead College, Devon		South West
2010B	9000	Magnetism and Superconductivity Workshops	University of Oxford	Oxford	South East
2010B	5000	Bringing the Sun down to Earth	South Cheshire Astronomical Society		North West
2010B	2570	Big Bang Physics: A prototype smart phone application	University of Oxford	Oxford	South East
2010B	9511	To install an Observatory as an evening activity for teenagers	Field Studies Council, Cumbria		North West
2010B	2210	In the Beginning... Stories from the Science of our Origins	Scottish Storytelling Forum		Scotland
2010B	2000	Schools outreach and public lectures on neutron and x-ray research	University of Kent	Canterbury	South East
2010B	7100	Project 500: Exploiting Public Libraries as Informal Science Learning Enviroments	Queen's University, Belfast	Belfast	Northern Ireland
2010B	5540	Rutherford 2011	University of York	York	Yorkshire and the Humber
2010B	4105	Shining light on pathology: breast cancer screening with Raman spectroscopy	Gloucestershire Hospitals NHS Foundation Trust		South West
2010B	5000	Going Dark: a touring theatre performance about astronomy and perception	Fuel Theatre Ltd	London	London
2010B	7000	South Ribble in Space	Balshaw's CE High School	Leyland	North West
2010B	8542	Urban Sputnik: Interactive Cosmology	Imperial College London	London	London
2010B	4980	Leading Space Education Wales	University of Glamorgan		Wales
2010B	2600	A Cascade of Physics in and from Particle Physics Research	University of Birmingham	Birmingham	West Midlands
2010B	5000	Frontiers and Barriers	Thinktank, Birmingham Science Museum	Birmingham	West Midlands
2010B	9500	Guerilla Science 2011	University of Cambridge	Cambridge	East of England
2010B	1500	It's not Rocket Science	Durham University	Durham	North East

2010A	5698	GCSE CERN@school	Langton Star Centre		South East
2010A	8800	Super K sonic booooum	Queen Mary University London	London	London
2010A	4000	CHaOS summer road show 2010	Cambridge Hands on Science	Cambridge	East of England
2010A	4400	Making an impact phase 1	The Open University	Milton Keynes	South East
2010A	5000	Galileo teacher training programme	Cardiff University	Cardiff	Wales
2010A	3500	Star in a box – an interactive exploration of the life of stars	LCOGT	Cardiff	Wales
2010A	9894	Frontiers	Science Oxford	Oxford	South East
2010A	7500	LHC sound: sonification of the ATLAS data output	University College London	London	London
2010A	9700	Views of near and far: tayside meets the universe	Dundee Science Centre	Dundee	Scotland

2009B	7500	LHCsound: Sonification of the ATLAS data output	University College London	London	London
2009B	7500	Science at music festivals (Guerilla Science Club)	University of Cambridge	Cambridge	East of England
2009B	7500	Astronomy at the Urdd National Eisteddfod 2010	Urdd Gobaith Cymru		Wales
2009B	4000	Particles of the Universe – interviews from the edge of discovery	Brunel University	Uxbridge	London
2009B	7500	Earth Space- Reaching wider in Wales	Techniquest	Cardiff	Wales
2009B	5300	National Eisteddfod – Dark Sky Wales	National Eisteddfod of Wales		Wales
2009B	3000	Particle-Physics Manager: LHC Startup Edition	University of Birmingham	Birmingham	West Midlands
2009B	6000	Sun|trek- the Final Frontier	University of Cambridge	Cambridge	East of England
2009B	2750	“Antarctica: Mars on Earth Science competition”	Twyford Church of England High School	Twyford	South East
2009B	2300	How not to be afraid of the dark	Honeysuckle Direction	Hereford	West Midlands
2009B	7000	Living with a Star	University of Central Lancashire	Preston	North West
2009B	7500	Universe today: cosmology, astrophysics and technology in your classroom	University College London	London	London
2009B	6400	“Journey to the origins of the Universe”	Edinburgh International Science Festival	Edinburgh	Scotland
2009B	7500	MISSION TO MARS	Unlimited Theatre	Leeds	Yorkshire and the Humber

2009A	8000	Naked Astronomy; The Next Generation of Space Science Radio Shows	University of Cambridge	Cambridge	East of England
2009A	8000	PP4SS( Particle Physics for Scottish Schools) - Phase II: LHC and the Higgs Boson	University of Edinburgh	Edinburgh	Scotland
2009A	7465	Astronomy in the Classroom: School and Classroom Observatory Visits	University College London	London	London
2009A	10000	Photons in the Classroom	University of Liverpool	Liverpool	North West
2009A	2000	Maintenance and upgrade of cosmic ray spark chamber	University of Bristol	Bristol	South West
2009A	2000	Community Cohesion through Science Linking College and Local Community	St.Boniface’s Catholic College	Plymouth	South West
2009A	3000	The Jodcast	The University of Manchester	Manchester	North West
2009A	3500	Bright Club: Space Time and Light	University College London	London	London
2009A	5000	Extension of Lancaster Particle Physics Package	Lancaster University	Lancaster	North West

2008B	14660	Science at music festivals (Guerrilla Space Camp)	University of Cambridge	Cambridge	East of England
2008B	430	Particle Physics masterclasses with ATLAS and the Large Hadron Collider (LHC)	The University of Sheffield	Sheffield	Yorkshire and the Humber
2008B	4170	Year of Astronomy at 2009 Bristol Festival of Nature	Bristol Natural History Consortium	Bristol	South West
2008B	6000	Beyond the Moon Theatre Tour and Workshops	Guthlaxton College	Wigston Magna	East Midlands
2008B	6900	The Kent Space School Survival Strategies and Space Exploration	University of Kent	Canterbury	South East
2008B	5220	ISIS Materials World Professional Development Course	Rutherford Appleton Laboratory	Didcot	South East
2008B	4650	From Earth to the Universe” linked to career opportunities	Edinburgh International Festival		Scotland
2008B	700	www.sunearthplan.net	Lancaster University	Lancaster	North West
2008B	13000	Bright Star - one woman and her passion for the stars	The Engineering Training Board	Kings Langley	East of England
2008B	12252	IYA 2009: Taking telescopes into Schools and Shopping Centres	Open University	Milton Keynes	South East
2008B	10000	Astronomic Delights (Part of the York Festival Science and Technology 2009)	Science City York	York	Yorkshire and the Humber
2008B	2000	Schools Engaging with Research Astronomy at JENAM	Cardiff University	Cardiff	Wales
2008B	9000	Dark Sky Wales	University of Glamorgan		Wales

2008A	15000	“The Starlight Magazine”	Cardiff University	Cardiff	Wales
2008A	7898	“Accelerate”	University of Oxford	Oxford	South East
2008A	13458	”Herschel and the mysteries of the cold universe”	Science Made Simple	Cardiff	Wales
2008A	750	“Exploring the Universe with Gravitational Waves”	Mullard Space Science Laboratory	Dorking	South East
2008A	9000	“A simple cosmic ray detector for use in schools”	Simon Langton Grammar School for Boys	Canterbury	South East
2008A	10000	“Moon landing – 40th Anniversary Exhibition”	University of Leicester	Leicester	East Midlands
2008A	7000	“Special Issues of Plus celebrating physical sciences”	University of Cambridge Centre for Mathematical Sciences	Cambridge	East of England
2008A	4200	“Spark Chambers detecting cosmic rays from outer space”	University of Birmingham	Birmingham	West Midlands
2008A	1190	“Particle Physics Talks”	Queen Mary, University of London	London	London
2008A	1500	“Project Helios”	Stretford Grammar School	Manchester	North West
2008A	1700	“Rosetta on the Road (follow – on, Spring 2008)”	Open University	Milton Keynes	South East
2008A	4240	“Seeing the Universe in high definition”	Cardiff University	Cardiff	Wales
2008A	9500	“Media Space”	The Ideas Foundation	London	London
2008A	3600	“Facilitating Astronomy Communication and Education in the UK (FACE UK)”	Cardiff University	Cardiff	Wales
2008A	880	“How to run a Space Camp at your School?”	Ysgol Uwchradd Glan Clwyd	St. Asaph	Wales

2007A	5083	Secret of the Sun - IHY2007 Programme	Wynyard Planetarium & Observatory	Stockton-on-Tees	North East
2007A	15000	Physcasting: Communicating Frontier Physics Research through Student-authored Podcasts	Queen’s University of Belfast	Belfast	Northern Ireland
2007A	13354	Astronomy in the Classroom: School and Observatory Visits	University of London Observatory	London	London
2007A	7500	LHC Outreach - Cascading into Schools, UK Wide	University of Birmingham	Birmingham	West Midlands
2007A	8470	“The Starry Messenger”: an educational film drama for schools	University of Hertfordshire	Hatfield	East of England
2007A	11740	Space 3D Explorer: Gravity show and workshops: Southern Tour	Digital Learning Foundation	West Kilbride	Scotland
2007A	9800	Singing Science - A ”STFC” science and arts learning project celebrating frontier STFC science	University of Glasgow	Glasgow	Scotland
2007A	1200	Tea talk and telescopes too	University of Birmingham	Birmingham	West Midlands
2007A	12565	Promoting STFC science to the disengaged: radio and online outreach	University of Wales	Aberystwyth	Wales
2007A	7250	Particle physics and the LHC in 37 seconds	University of Liverpool	Liverpool	North West
2007A	15000	Creating a dedicated Vega Science Trust website for Scitech science	The Vega Science Trust	Brighton	South East
2007A	3800	Space Watch	The SHARE Initiative	Hereford	West Midlands
2007A	6000	The Jodcast	The University of Manchester	Manchester	North West
2007A	14870	IHY –Frontier Science through Arts	The Share Initiative		West Midlands
2007A	5027	Welcome to Wales – Space Sciences cartoon exhibition	The Open University	Milton Keynes	South East
2007A	11851.40	Astronomy to a Captive Audience	Cardiff University	Cardiff	Wales
2007A	4500	Sun|trek - the Next Generation	University of Cambridge Department of Applied Mathematics and Theoretical Physics	Cambridge	East of England
2007A	13329.25	3D LHC	Durham University	Durham	North East
2007A	6000	CERN – LHC PODCAST and PODCAST website	University of Manchester	Manchester	North West
2007A	14600	Cosmology Exhibition – National Eisteddfod of Wales	National Eisteddfod of Wales	Cardiff	Wales
2007A	5900	Cosmic Ray Spark Chamber for the East of England	University of Cambridge	Cambridge	East of England
2007A	10000	Gravity beyond the apple	Cardiff University	Cardiff	Wales
2007A	7900	Out of This World Poetry	Liverpool John Moores University	Birkenhead	North West


2006B	7000	The Big Bang begins in Yorkshire: The Stage Show	University of Sheffield	Sheffield	Yorkshire and the Humber
2006B	4000	I can't change the laws of physics, Captain!	Queens University	Belfast	Northern Ireland
2006B	2212	The Jodcast	The University of Manchester	Manchester	North West
2006B	8200	Astronomy in the Classroom: School and Observatory Visits	University of London Observatory	London	London
2006B	7150	School and Community Hands-on Education Programme	Cranbrook School	Cranbrook	South East
2006B	2700	Merseyside Astronomy Day - Bringing research to the Public	Liverpool John Moore's University	Birkenhead	North West
2006B	12000	Seeking Saturn	The Ideas Foundation	London	London
2006B	10000	LHC Monthly Podcast	University of Manchester	Manchester	North West
2006B	2650	Public outreach activities during a Polar Expedition	University of Leicester	Leicester	East Midlands
2006B	8374	Sun to Earth in 3-D	CCLRC Rutherford Appleton Laboratory	Didcot	South East
2006B	4000	SummerSpace School at Kent	University of Kent	Canterbury	South East
2006B	2636	The Light Fantastic Roadshow	University of Southampton	Southampton	South East
2006B	3350	Planetarium Evening Lecture Series	Glasgow Science Centre	Glasgow	Scotland
2006B	7800	Scottish Science Curriculum Resources using the Bradford Robotic Telescope	University of Glasgow	Glasgow	Scotland
2006B	1500	Astronomy & Planetary Science Elements of the Rocketmania! Model Rocketry Competition National Finals	Out of this World Learning	Bury St. Edmunds	East of England
2006B	1000	Our life-giving star: energy flow for the Sun to the Earth	University of Central Lancashire	Preston	North West
2006B	2000	Milton Keynes Science Festival 2007	Business Link Solutions Ltd	Thame	South East
2006B	6000	The Lancaster Particle Physics Package (LPPP)-LHC Module	Individual	Lancaster	North West

2006A	8448	SNOWDON SUMMIT COSMIC RAY DATA DISPLAY	Rutherford Appleton Laboratory	Didcot	South East
2006A	3000	SUMMER SPACE CAMP	Burnham Grammar School	Slough	South East
2006A	3500	GAMMA RAY ASTRONOMY AT THE ROYAL SOCIETY EXHIBITION IN GLASGOW	University of Durham	Durham	North East
2006A	12000	LOST IN SPACE	Victoria & Albert Museum of Childhood	Bethnal Green	London
2006A	7196	ROCKS FROM SPACE	Open University	Milton Keynes	South East
2006A	1100	DEVELOPMENT OF ARTS-SCIENCE WORKSHOP AT THE INSTITUTE OF ASTRONOMY	University of Cambridge	Cambridge	East of England
2006A	5700	SPACE WATCH	Herefordshire Children & Young People's Directorate	Hereford	West Midlands
2006A	6000	COMMUNICATING ASTRONOMY WITH TELESCOPES OUTREACH IN OXFORDSHIRE AND WILTSHIRE	University of Oxford	Oxford	South East
2006A	6900	LHC OUTREACH CASCADING INTO SCHOOLS	University of Birmingham	Birmingham	West Midlands
2006A	1500	PARTICLE PHYSICS IN THE UNIVERSE TODAY (PUTT)	University of Edinburgh	Edinburgh	Scotland
2006A	10000	LOCAL COMMUNITY YOUTH SPACE ACTIVITY DAYS & EVENINGS	Mullard Space Science Laboratory	Dorking	South East
2006A	12120	OUR PLACE IN AN UNSEEN UNIVERSE	The Royal National College for the Blind	Hereford	West Midlands
2006A	7800	CHASING THE STARS	CSV Norfolk Action Desk	Norwich	East of England
2006A	10000	INTERNATIONAL HELIOPHYSICAL YEAR SCHOOLS PROGRAMME	Mullard Space Science Laboratory	London	London
2006A	14830	SPACE 3D EXPLORER TRAVELLING SHOW AND DISCOVERY WORKSHOPS	Digital Learning Foundation Educational Charity	West Kilbride	Scotland

2005B	1500	ACLE HIGH SCHOOL SPACE DAY	Acle High School	Norwich	East of England
2005B	558	PROMOTING UNDERSTANDING OF SCIENCE	Oldbury on Severn CE Primary School	Oldbury	South West
2005B	5600	ASTRONOMY IN THE CLASSROOM: SCHOOL AND OBSERVATORY VISITS FOR KS2, KS3, KS4 AND A-LEVEL	University College London	London	London
